personName,organisationName,placeName,countrName,organisationName,yearFounded
Ola Olén,Karolinska Institute,,,Södersjukhuset,1810-01-01T00:00:00Z
Debabrata Panja,Karolinska Institute,,,University of Bergen,1810-01-01T00:00:00Z
Marloes Groeneveld,Uppsala University,,,,1477-01-01T00:00:00Z
Girma Hailu Gebresenbut,Uppsala University,,,Uppsala University,1477-01-01T00:00:00Z
Eric Westman,Karolinska Institute,,Sweden,King's College London,1810-01-01T00:00:00Z
Jacob Kjell,Karolinska Institute,,,Ludwig Maximilian University of Munich,1810-01-01T00:00:00Z
Niclas Kolm,Uppsala University,,,Stockholm University,1477-01-01T00:00:00Z
Lars Hederstedt,Karolinska Institute,,,Lund University,1810-01-01T00:00:00Z
Ferdinand X Choong,Karolinska Institute,,,Karolinska Institute,1810-01-01T00:00:00Z
Tomas N Gustafsson,Karolinska Institute,,,Umeå University,1810-01-01T00:00:00Z
Per Wiklund,Karolinska Institute,,,,1810-01-01T00:00:00Z
Amanda T Pettersson,Karolinska Institute,,,Karolinska Institute,1810-01-01T00:00:00Z
Maria Bondesson,Karolinska Institute,,,Indiana University Bloomington,1810-01-01T00:00:00Z
Viktoria Johansson,Karolinska Institute,,Sweden,Karolinska Institute,1810-01-01T00:00:00Z
Seema Jamil,Karolinska Institute,,,Quaid-i-Azam University,1810-01-01T00:00:00Z
Niklas Löfgren,Karolinska Institute,,,Karolinska University Hospital,1810-01-01T00:00:00Z
Mandira Paul,Karolinska Institute,,,United Nations Population Fund,1810-01-01T00:00:00Z
Lena Jacobson,Karolinska Institute,,,Karolinska University Hospital,1810-01-01T00:00:00Z
Katarina Nordqvist,Karolinska Institute,,,Nobel Prize Museum,1810-01-01T00:00:00Z
Lars Forsberg,Karolinska Institute,,Sweden,,1810-01-01T00:00:00Z
Catarina Lundberg,Karolinska Institute,,,,1810-01-01T00:00:00Z
Lasse Folkersen,Karolinska Institute,,Denmark,Karolinska Institute,1810-01-01T00:00:00Z
Diogo Ribeiro,Karolinska Institute,,,Karolinska Institute,1810-01-01T00:00:00Z
Seema Jamil,Karolinska Institute,,,Shaukat Khanum Memorial Cancer Hospital & Research Centre,1810-01-01T00:00:00Z
Elham Jalalvand,Karolinska Institute,,,Science for Life Laboratory,1810-01-01T00:00:00Z
Tomas N Gustafsson,Karolinska Institute,,,Region Norrbotten,1810-01-01T00:00:00Z
Jan Johansson,Karolinska Institute,,Sweden,Karolinska Institute,1810-01-01T00:00:00Z
Shu-Yi Li,Uppsala University,,,Uppsala University,1477-01-01T00:00:00Z
Martijn L Manson,Karolinska Institute,,,Karolinska Institute,1810-01-01T00:00:00Z
Seema Jamil,Karolinska Institute,,,Aga Khan University Hospital,1810-01-01T00:00:00Z
Mattias Carlsten,Karolinska Institute,,,Karolinska Institute,1810-01-01T00:00:00Z
Tomas Hemmingsson,Karolinska Institute,,Sweden,Karolinska Institute,1810-01-01T00:00:00Z
Guobin Su,Karolinska Institute,,,Karolinska Institute,1810-01-01T00:00:00Z
Lasse Folkersen,Karolinska Institute,,Denmark,Johns Hopkins University,1810-01-01T00:00:00Z
Ulf Hedin,Karolinska Institute,,Sweden,Karolinska Institute,1810-01-01T00:00:00Z
Olivia Grip,Uppsala University,,,Uppsala University Hospital,1477-01-01T00:00:00Z
Klara B Laksov,Karolinska Institute,,,Karolinska Institute,1810-01-01T00:00:00Z
Lasse Folkersen,Karolinska Institute,,Denmark,Novo Nordisk,1810-01-01T00:00:00Z
Tomas Hemmingsson,Karolinska Institute,,Sweden,Stockholm University,1810-01-01T00:00:00Z
Keira Melican,Karolinska Institute,,,Karolinska Institute,1810-01-01T00:00:00Z
Helge Gad,Karolinska Institute,,Sweden,Karolinska Institute,1810-01-01T00:00:00Z
Zou Xiang,Uppsala University,,,Nanjing University,1477-01-01T00:00:00Z
Ulf Hedin,Karolinska Institute,,Sweden,University of Washington,1810-01-01T00:00:00Z
Zou Xiang,Uppsala University,,,University of Cambridge,1477-01-01T00:00:00Z
Zou Xiang,Uppsala University,,,Hong Kong Polytechnic University,1477-01-01T00:00:00Z
Mattias Carlsten,Karolinska Institute,,,Karolinska University Hospital,1810-01-01T00:00:00Z
Mia Bergenmar,Karolinska Institute,,,Karolinska University Hospital,1810-01-01T00:00:00Z
Ioannis Charalampopoulos,Karolinska Institute,,,Karolinska Institute,1810-01-01T00:00:00Z
Ulf Hedin,Karolinska Institute,,Sweden,Karolinska University Hospital,1810-01-01T00:00:00Z
Staffan Rosenborg,Karolinska Institute,,,Karolinska Institute,1810-01-01T00:00:00Z
Ujjwal Neogi,Karolinska Institute,,,Karolinska Institute,1810-01-01T00:00:00Z
Debabrata Panja,Karolinska Institute,,,National Institutes of Health,1810-01-01T00:00:00Z
Neda Rajamand Ekberg,Karolinska Institute,,,Karolinska University Hospital,1810-01-01T00:00:00Z
Charlotte Elvander,Karolinska Institute,,,Karolinska Institute,1810-01-01T00:00:00Z
Katarina Edwards,Uppsala University,,,Uppsala University,1477-01-01T00:00:00Z
Helge Gad,Karolinska Institute,,Sweden,Stockholm University,1810-01-01T00:00:00Z
Christian Lovén,Karolinska Institute,Klara church Parish,Sweden,Karolinska Institute,1810-01-01T00:00:00Z
Ola Olén,Karolinska Institute,,,Karolinska Institute,1810-01-01T00:00:00Z
Charlotte Elvander,Karolinska Institute,,,Q16498464,1810-01-01T00:00:00Z
Klaudia Szeler,Uppsala University,,,Uppsala University,1477-01-01T00:00:00Z
Per Wändell,Karolinska Institute,,Sweden,Karolinska Institute,1810-01-01T00:00:00Z
Jianren Song,Karolinska Institute,,,Karolinska Institute,1810-01-01T00:00:00Z
Christian Lovén,Karolinska Institute,Klara church Parish,Sweden,Parliament of Sweden,1810-01-01T00:00:00Z
Cormac McGrath,Karolinska Institute,,,Karolinska Institute,1810-01-01T00:00:00Z
Selina Groh,Uppsala University,,,University College London,1477-01-01T00:00:00Z
Mats Nilsson,Uppsala University,,,Stockholm University,1477-01-01T00:00:00Z
Anders Malarstig,Uppsala University,,Sweden,Karolinska Institute,1477-01-01T00:00:00Z
David Grommisch,Karolinska Institute,,,Karolinska Institute,1810-01-01T00:00:00Z
Eric Westman,Karolinska Institute,,Sweden,Karolinska Institute,1810-01-01T00:00:00Z
Adam Sierakowiak,Karolinska Institute,,,Karolinska Institute,1810-01-01T00:00:00Z
Jane Ball,Karolinska Institute,,,King's College London,1810-01-01T00:00:00Z
Göran Falkman,Chalmers University of Technology,,,University of Skövde,1829-01-01T00:00:00Z
Theodoros Foukakis,Karolinska Institute,,,Karolinska University Hospital,1810-01-01T00:00:00Z
Joakim Olsson,Chalmers University of Technology,,,CERN,1829-01-01T00:00:00Z
Tobias Richards,Chalmers University of Technology,,,University of Borås,1829-01-01T00:00:00Z
Natalia M. Martin,Chalmers University of Technology,,Sweden,Lund University,1829-01-01T00:00:00Z
Eva Torbjörnsson,Karolinska Institute,,,,1810-01-01T00:00:00Z
Tobias Richards,Chalmers University of Technology,,,Chalmers University of Technology,1829-01-01T00:00:00Z
Jichen Bao,Chalmers University of Technology,,,Aalto University,1829-01-01T00:00:00Z
Magnus Karlsson,Chalmers University of Technology,,Sweden,Chalmers University of Technology,1829-01-01T00:00:00Z
Jakob Andreasson,Chalmers University of Technology,,,Uppsala University,1829-01-01T00:00:00Z
Joakim Olsson,Chalmers University of Technology,,,University of Chicago,1829-01-01T00:00:00Z
Gustav Jönsson,Chalmers University of Technology,,,Research Institutes of Sweden,1829-01-01T00:00:00Z
Mats Larsson (physicist),Stockholm University,,,Royal Institute of Technology,1878-01-01T00:00:00Z
J Berglund,Chalmers University of Technology,,,,1829-01-01T00:00:00Z
Jane Ball,Karolinska Institute,,,Royal College of Nursing,1810-01-01T00:00:00Z
Anna Martinelli,Chalmers University of Technology,,,Chalmers University of Technology,1829-01-01T00:00:00Z
Mats Larsson (physicist),Stockholm University,,,Stockholm University,1878-01-01T00:00:00Z
Mats Lindblad,Karolinska Institute,,,Karolinska University Hospital,1810-01-01T00:00:00Z
Alberto Alamia,Chalmers University of Technology,,,Chalmers University of Technology,1829-01-01T00:00:00Z
Bo Andersson,Stockholm University,Falkenberg,United States of America,,1878-01-01T00:00:00Z
Christian Colldén,Chalmers University of Technology,,,Sahlgrenska University Hospital,1829-01-01T00:00:00Z
Anders E Boström,Chalmers University of Technology,,,Chalmers University of Technology,1829-01-01T00:00:00Z
Christiane E S Rudolph,Karolinska Institute,,,University of Lübeck,1810-01-01T00:00:00Z
Tom Palmstierna,Karolinska Institute,,,Stockholm County Council,1810-01-01T00:00:00Z
Malin Kylander,Chalmers University of Technology,,,Stockholm University,1829-01-01T00:00:00Z
Qi Li,Chalmers University of Technology,,,Chalmers University of Technology,1829-01-01T00:00:00Z
Nils J Fredriksson,Chalmers University of Technology,,,University of Gothenburg,1829-01-01T00:00:00Z
Bo Andersson,Stockholm University,Falkenberg,Sweden,,1878-01-01T00:00:00Z
Gunnar A. Niklasson,Chalmers University of Technology,,Sweden,Uppsala University,1829-01-01T00:00:00Z
Alex Alvarado,Chalmers University of Technology,,,Eindhoven University of Technology,1829-01-01T00:00:00Z
Yifeng Fu,Chalmers University of Technology,,,Smart High Tech (Sweden),1829-01-01T00:00:00Z
Maria Klässbo,Karolinska Institute,,,,1810-01-01T00:00:00Z
Anand K Rajasekharan,Chalmers University of Technology,,,,1829-01-01T00:00:00Z
Gustav Stålhammar,Karolinska Institute,,Sweden,Karolinska Institute,1810-01-01T00:00:00Z
Cecilia Berlin,Chalmers University of Technology,,Sweden,Chalmers University of Technology,1829-01-01T00:00:00Z
Kalle Andreasson,Karolinska Institute,,,Västerås Central Hospital,1810-01-01T00:00:00Z
Henrik Thorlacius,Karolinska Institute,,,Lund University,1810-01-01T00:00:00Z
Natalia M. Martin,Chalmers University of Technology,,Sweden,Uppsala University,1829-01-01T00:00:00Z
Aldo Brassetti,Karolinska Institute,,,Regina Elena National Cancer Institute,1810-01-01T00:00:00Z
Alex Alvarado,Chalmers University of Technology,,,University of Cambridge,1829-01-01T00:00:00Z
Jane Ball,Karolinska Institute,,,University of Southampton Faculty of Health Sciences,1810-01-01T00:00:00Z
Alex Alvarado,Chalmers University of Technology,,,University College London,1829-01-01T00:00:00Z
Hassan Haghparast-Bidgoli,Karolinska Institute,,,University College London,1810-01-01T00:00:00Z
Maria Helander,Karolinska Institute,,,,1810-01-01T00:00:00Z
Aldo Brassetti,Karolinska Institute,,,Fondazione Vincenzo Pansadoro,1810-01-01T00:00:00Z
Bengt Hagström,Chalmers University of Technology,,,,1829-01-01T00:00:00Z
Hassan Hemida,Chalmers University of Technology,,,University of Birmingham,1829-01-01T00:00:00Z
Sergio Alfonso Pérez-García,Chalmers University of Technology,,,,1829-01-01T00:00:00Z
Gustav Stålhammar,Karolinska Institute,,Sweden,Karolinska University Hospital,1810-01-01T00:00:00Z
Weili Xu,Karolinska Institute,,,Karolinska Institute,1810-01-01T00:00:00Z
Alexander Hallner,Chalmers University of Technology,,,University of Gothenburg,1829-01-01T00:00:00Z
Karolina Sörman,Karolinska Institute,,,,1810-01-01T00:00:00Z
Hazal Haytural,Karolinska Institute,,,,1810-01-01T00:00:00Z
Gergely Katona,Chalmers University of Technology,,,University of Gothenburg,1829-01-01T00:00:00Z
Xia Jiang,Karolinska Institute,,,,1810-01-01T00:00:00Z
Johan Lundberg,Karolinska Institute,,,Karolinska Institute,1810-01-01T00:00:00Z
Divya Thiagarajan,Karolinska Institute,,,,1810-01-01T00:00:00Z
Agneta Wikman,Karolinska Institute,,,Karolinska Institute,1810-01-01T00:00:00Z
Daniel Andersson,Chalmers University of Technology,,,University of Gothenburg,1829-01-01T00:00:00Z
Therese Scott Duncan,Karolinska Institute,,,Karolinska Institute,1810-01-01T00:00:00Z
Anna M Leitgeb,Karolinska Institute,,,,1810-01-01T00:00:00Z
Theodoros Foukakis,Karolinska Institute,,,Karolinska Institute,1810-01-01T00:00:00Z
Anna Deleskog,Karolinska Institute,,,,1810-01-01T00:00:00Z
Jakob Andreasson,Chalmers University of Technology,,,Chalmers University of Technology,1829-01-01T00:00:00Z
Martin Solders,Karolinska Institute,,,Karolinska Institute,1810-01-01T00:00:00Z
Qi Li,Chalmers University of Technology,,,Fujian Institute of Research on the Structure of Matter,1829-01-01T00:00:00Z
Lars O Tjernberg,Karolinska Institute,,,Karolinska Institute,1810-01-01T00:00:00Z
Yifeng Fu,Chalmers University of Technology,,,Chalmers University of Technology,1829-01-01T00:00:00Z
Emily Brück,Karolinska Institute,,,,1810-01-01T00:00:00Z
Akram Zamani,Chalmers University of Technology,,,Isfahan University of Technology,1829-01-01T00:00:00Z
Gustav Stålhammar,Karolinska Institute,,Sweden,Emory Eye Center,1810-01-01T00:00:00Z
Gustav Jönsson,Chalmers University of Technology,,,Chalmers University of Technology,1829-01-01T00:00:00Z
Nils Carlsson,Chalmers University of Technology,,,,1829-01-01T00:00:00Z
Tom Palmstierna,Karolinska Institute,,,Karolinska Institute,1810-01-01T00:00:00Z
Mats Lindblad,Karolinska Institute,,,Karolinska Institute,1810-01-01T00:00:00Z
"Joakim Olsson,Chalmers University of Technology,,,""University of California, Irvine"",1829-01-01T00:00:00Z"
Agneta Wikman,Karolinska Institute,,,Karolinska University Hospital,1810-01-01T00:00:00Z
Olle Harbecke,Chalmers University of Technology,,,University of Borås,1829-01-01T00:00:00Z
Aldo Brassetti,Karolinska Institute,,,San Giovanni Addolorata Hospital,1810-01-01T00:00:00Z
Natalia M. Martin,Chalmers University of Technology,,Sweden,Chalmers University of Technology,1829-01-01T00:00:00Z
Joakim Olsson,Chalmers University of Technology,,,University of Florida,1829-01-01T00:00:00Z
Thorir Svavar Sigmundsson,Karolinska Institute,,,Karolinska Institute,1810-01-01T00:00:00Z
Mattias Mannervik,Stockholm University,,,Stockholm University,1878-01-01T00:00:00Z
Radovan Krejci,Stockholm University,,,University of Helsinki,1878-01-01T00:00:00Z
Torbjörn Pettersson,Stockholm University,,Sweden,Royal Institute of Technology,1878-01-01T00:00:00Z
Sara Zahedi,Royal Institute of Technology,Tehran,Sweden,Royal Institute of Technology,1827-01-01T00:00:00Z
Soheil Damangir,Royal Institute of Technology,,,Karolinska Institute,1827-01-01T00:00:00Z
Carl C Juhlin,Stockholm University,,,Karolinska Institute,1878-01-01T00:00:00Z
Yashar Akrami,Stockholm University,,,University of Oslo,1878-01-01T00:00:00Z
Radovan Krejci,Stockholm University,,,Stockholm University,1878-01-01T00:00:00Z
Jonas Strandberg,Stockholm University,,Sweden,Royal Institute of Technology,1878-01-01T00:00:00Z
Jacob von Heland,Stockholm University,,,,1878-01-01T00:00:00Z
Mehmet Eskin,Stockholm University,,,,1878-01-01T00:00:00Z
Anna-Karin Tornberg,Royal Institute of Technology,Kiruna,Sweden,Courant Institute of Mathematical Sciences,1827-01-01T00:00:00Z
Yashar Akrami,Stockholm University,,,École normale supérieure,1878-01-01T00:00:00Z
Martin Margold,Stockholm University,,,Durham University,1878-01-01T00:00:00Z
Camilla Sjögren Björkegren,Stockholm University,,Sweden,Karolinska Institute,1878-01-01T00:00:00Z
Thomas Rossby,Royal Institute of Technology,,,Yale University,1827-01-01T00:00:00Z
Anne-Sophie Crépin,Stockholm University,,Sweden,Royal Swedish Academy of Sciences,1878-01-01T00:00:00Z
Gunnar Aronsson,Stockholm University,,Sweden,Stockholm University,1878-01-01T00:00:00Z
Johan Koskinen,Stockholm University,,,University of Manchester,1878-01-01T00:00:00Z
Soheil Damangir,Royal Institute of Technology,,,Google,1827-01-01T00:00:00Z
Vanda Aronsson,Stockholm University,,,,1878-01-01T00:00:00Z
Michael Tjernström,Stockholm University,,Sweden,Stockholm University,1878-01-01T00:00:00Z
Emanuel Gafton,Stockholm University,,,Isaac Newton Group of Telescopes,1878-01-01T00:00:00Z
Konstantinos D Tsirigos,Stockholm University,,,Technical University of Denmark,1878-01-01T00:00:00Z
Jonas Strandberg,Stockholm University,,Sweden,University of Michigan,1878-01-01T00:00:00Z
Dickson O. Ojwang,Stockholm University,,,Uppsala University,1878-01-01T00:00:00Z
Soheil Damangir,Royal Institute of Technology,,,Karolinska University Hospital,1827-01-01T00:00:00Z
Carl C Juhlin,Stockholm University,,,Karolinska University Hospital,1878-01-01T00:00:00Z
Soheil Damangir,Royal Institute of Technology,,,VU University Medical Center,1827-01-01T00:00:00Z
Magnus Monné,Stockholm University,,,Karolinska Institute,1878-01-01T00:00:00Z
Stefan Östlund,Royal Institute of Technology,,,Royal Institute of Technology,1827-01-01T00:00:00Z
Pål O. Westermark,Royal Institute of Technology,,,Royal Institute of Technology,1827-01-01T00:00:00Z
Sara Sandin,Stockholm University,,,Laboratory of Molecular Biology,1878-01-01T00:00:00Z
Kerstin Lindblad-Toh,Stockholm University,Stockholm,Sweden,Broad Institute,1878-01-01T00:00:00Z
Sridhar Mandali,Stockholm University,,,UCLA Health System,1878-01-01T00:00:00Z
Emily Sonestedt,Stockholm University,,Sweden,Lund University,1878-01-01T00:00:00Z
Morten Tange Olsen,Stockholm University,,,Natural History Museum of Denmark,1878-01-01T00:00:00Z
Muhammad Afzal,Royal Institute of Technology,,,Royal Institute of Technology,1827-01-01T00:00:00Z
Sara Sandin,Stockholm University,,,Nanyang Technological University,1878-01-01T00:00:00Z
Johanna T Lanner,Stockholm University,,,Karolinska Institute,1878-01-01T00:00:00Z
Kerstin Lindblad-Toh,Stockholm University,Stockholm,Sweden,Science for Life Laboratory,1878-01-01T00:00:00Z
Michael Tjernström,Stockholm University,,Sweden,Uppsala University,1878-01-01T00:00:00Z
Martin Ridal,Stockholm University,,,Stockholm University,1878-01-01T00:00:00Z
Peter Arvai,Stockholm University,Karlskoga,Hungary,,1878-01-01T00:00:00Z
Ola Hall,Stockholm University,,,Lund University,1878-01-01T00:00:00Z
Magnus Monné,Stockholm University,,,Stockholm University,1878-01-01T00:00:00Z
Boris Shapiro,Stockholm University,,,Stockholm University,1878-01-01T00:00:00Z
Håkan Grudd,Stockholm University,,,Swedish Polar Research Secretariat,1878-01-01T00:00:00Z
Mattias Winterdahl,Stockholm University,,,Stockholm University,1878-01-01T00:00:00Z
Ola Hall,Stockholm University,,,University College Dublin,1878-01-01T00:00:00Z
Kerstin Lindblad-Toh,Stockholm University,Stockholm,Sweden,Uppsala University,1878-01-01T00:00:00Z
"Henrik Carlsson,Stockholm University,,,""University of California, Berkeley"",1878-01-01T00:00:00Z"
